"maintenance_id","event","total_cost","service","labor_hours"
"MAINT00001767","Repair",2263.58,"Routine Repair",1.2
"MAINT00001768","Engine",1207.50,"Scheduled Engine",0.9
"MAINT00001769","Engine",3611.95,"Scheduled Engine",2.5
"MAINT00001770","Tire",1840.09,"Emergency Tire",5.5
"MAINT00001771","Transmission",1373.13,"Emergency Transmission",4.4
"MAINT00001772","Repair",2150.40,"Scheduled Repair",2.3
"MAINT00001773","Preventive",792.63,"Emergency Preventive",4.9
"MAINT00001774","Preventive",3946.26,"Emergency Preventive",7.0
"MAINT00001775","Transmission",1356.62,"Emergency Transmission",4.2
"MAINT00001776","Inspection",336.49,"Routine Inspection",3.2
"MAINT00001777","Preventive",2702.05,"Emergency Preventive",7.8
"MAINT00001778","Transmission",1465.60,"Emergency Transmission",1.2
"MAINT00001779","Brake",1764.78,"Emergency Brake",5.7
"MAINT00001780","Inspection",857.13,"Scheduled Inspection",6.1
"MAINT00001781","Engine",820.77,"Emergency Engine",4.5
"MAINT00001782","Transmission",990.54,"Emergency Transmission",6.3
"MAINT00001783","Repair",3430.56,"Routine Repair",5.2
"MAINT00001784","Preventive",3043.63,"Emergency Preventive",5.1
"MAINT00001785","Tire",676.12,"Routine Tire",4.6
"MAINT00001786","Preventive",3320.35,"Scheduled Preventive",7.2
"MAINT00001787","Brake",3179.09,"Routine Brake",7.5
"MAINT00001788","Engine",2673.43,"Emergency Engine",6.0
"MAINT00001789","Repair",2823.16,"Routine Repair",1.4
"MAINT00001790","Repair",3034.63,"Routine Repair",2.1
"MAINT00001791","Transmission",896.09,"Scheduled Transmission",4.2
"MAINT00001792","Preventive",3561.66,"Routine Preventive",4.5
"MAINT00001793","Tire",989.50,"Routine Tire",0.6
"MAINT00001794","Tire",2296.54,"Scheduled Tire",5.2
"MAINT00001795","Brake",3884.81,"Emergency Brake",7.9
"MAINT00001796","Preventive",847.00,"Scheduled Preventive",1.9
"MAINT00001797","Repair",3662.55,"Emergency Repair",3.1
"MAINT00001798","Transmission",970.71,"Routine Transmission",3.7
"MAINT00001799","Tire",4024.02,"Routine Tire",7.1
"MAINT00001800","Inspection",731.52,"Emergency Inspection",5.4
"MAINT00001801","Preventive",1734.67,"Scheduled Preventive",4.3
"MAINT00001802","Inspection",285.46,"Scheduled Inspection",2.9
"MAINT00001803","Inspection",283.44,"Scheduled Inspection",1.6
"MAINT00001804","Engine",2527.24,"Routine Engine",3.0
"MAINT00001805","Brake",981.83,"Emergency Brake",1.6
"MAINT00001806","Engine",2776.99,"Emergency Engine",4.1
"MAINT00001807","Repair",985.94,"Routine Repair",1.9
"MAINT00001808","Engine",3420.52,"Scheduled Engine",3.2
"MAINT00001809","Repair",3170.98,"Scheduled Repair",5.1
"MAINT00001810","Repair",2609.74,"Scheduled Repair",4.8
"MAINT00001811","Repair",1799.60,"Emergency Repair",4.4
"MAINT00001812","Preventive",621.97,"Emergency Preventive",5.8
"MAINT00001813","Engine",1983.57,"Scheduled Engine",5.1
"MAINT00001814","Repair",3793.46,"Scheduled Repair",6.9
"MAINT00001815","Repair",1364.54,"Scheduled Repair",5.9
"MAINT00001816","Preventive",1906.60,"Routine Preventive",3.2
"MAINT00001817","Engine",1700.03,"Emergency Engine",4.7
"MAINT00001818","Tire",944.00,"Emergency Tire",1.1
"MAINT00001819","Engine",3274.04,"Emergency Engine",3.6
"MAINT00001820","Repair",1596.92,"Routine Repair",4.3
"MAINT00001821","Engine",4022.97,"Routine Engine",5.0
"MAINT00001822","Tire",3017.49,"Routine Tire",1.5
"MAINT00001823","Brake",3271.03,"Emergency Brake",2.2
"MAINT00001824","Inspection",382.51,"Scheduled Inspection",2.1
"MAINT00001825","Tire",1795.79,"Emergency Tire",3.1
"MAINT00001826","Transmission",3628.02,"Emergency Transmission",4.9
"MAINT00001827","Tire",2397.41,"Routine Tire",7.8
"MAINT00001828","Preventive",882.86,"Scheduled Preventive",1.8
"MAINT00001829","Preventive",3961.99,"Routine Preventive",7.6
"MAINT00001830","Repair",3722.37,"Routine Repair",6.1
"MAINT00001831","Tire",3255.36,"Routine Tire",5.7
"MAINT00001832","Inspection",413.66,"Routine Inspection",3.4
"MAINT00001833","Engine",3329.98,"Routine Engine",3.5
"MAINT00001834","Tire",1598.46,"Scheduled Tire",4.8
"MAINT00001835","Inspection",516.54,"Emergency Inspection",5.1
"MAINT00001836","Tire",3423.48,"Emergency Tire",5.3
"MAINT00001837","Preventive",1038.18,"Scheduled Preventive",5.9
"MAINT00001838","Brake",2280.37,"Emergency Brake",4.9
"MAINT00001839","Repair",3115.80,"Scheduled Repair",5.9
"MAINT00001840","Repair",665.15,"Routine Repair",2.4
"MAINT00001841","Transmission",2624.03,"Scheduled Transmission",7.0
"MAINT00001842","Repair",3057.42,"Routine Repair",4.2
"MAINT00001843","Transmission",4003.61,"Scheduled Transmission",7.9
"MAINT00001844","Tire",628.95,"Routine Tire",2.4
"MAINT00001845","Repair",1968.34,"Emergency Repair",1.6
"MAINT00001846","Tire",3377.47,"Emergency Tire",4.4
"MAINT00001847","Transmission",2858.72,"Routine Transmission",3.6
"MAINT00001848","Transmission",1377.49,"Emergency Transmission",6.4
"MAINT00001849","Repair",2040.62,"Scheduled Repair",2.4
"MAINT00001850","Tire",3758.08,"Scheduled Tire",3.2
"MAINT00001851","Transmission",2210.07,"Routine Transmission",7.1
"MAINT00001852","Brake",2097.95,"Emergency Brake",2.6
"MAINT00001853","Transmission",3204.62,"Scheduled Transmission",6.2
"MAINT00001854","Engine",3349.75,"Scheduled Engine",2.4
"MAINT00001855","Inspection",792.56,"Routine Inspection",6.0
"MAINT00001856","Tire",2607.49,"Scheduled Tire",7.6
"MAINT00001857","Engine",3328.37,"Routine Engine",5.5
"MAINT00001858","Brake",3235.87,"Scheduled Brake",6.4
"MAINT00001859","Tire",2292.37,"Routine Tire",5.3
"MAINT00001860","Inspection",319.67,"Emergency Inspection",1.6
"MAINT00001861","Brake",2512.30,"Scheduled Brake",8.0
"MAINT00001862","Inspection",364.19,"Routine Inspection",2.4
"MAINT00001863","Tire",527.86,"Emergency Tire",2.3
"MAINT00001864","Repair",1595.97,"Routine Repair",2.9
"MAINT00001865","Preventive",2563.18,"Emergency Preventive",5.1
"MAINT00001866","Inspection",401.56,"Emergency Inspection",2.3
"MAINT00001867","Preventive",1800.93,"Routine Preventive",6.3
"MAINT00001868","Tire",1226.90,"Routine Tire",1.4
"MAINT00001869","Transmission",4039.85,"Emergency Transmission",5.8
"MAINT00001870","Inspection",474.69,"Emergency Inspection",3.4
"MAINT00001871","Preventive",2006.36,"Emergency Preventive",7.2
"MAINT00001872","Brake",881.21,"Routine Brake",7.3
"MAINT00001873","Preventive",3758.70,"Routine Preventive",5.0
"MAINT00001874","Tire",841.02,"Emergency Tire",3.3
"MAINT00001875","Repair",3946.10,"Scheduled Repair",4.5
"MAINT00001876","Repair",877.79,"Emergency Repair",1.9
"MAINT00001877","Tire",1595.71,"Scheduled Tire",7.8
"MAINT00001878","Preventive",2274.22,"Scheduled Preventive",1.7
"MAINT00001879","Inspection",698.68,"Routine Inspection",5.8
"MAINT00001880","Preventive",2631.50,"Emergency Preventive",4.7
"MAINT00001881","Repair",3642.29,"Routine Repair",6.0
"MAINT00001882","Preventive",1488.20,"Emergency Preventive",2.6
"MAINT00001883","Engine",3670.87,"Routine Engine",7.3
"MAINT00001884","Inspection",945.15,"Emergency Inspection",6.7
"MAINT00001885","Brake",2791.53,"Scheduled Brake",1.2
"MAINT00001886","Inspection",320.91,"Routine Inspection",2.4
"MAINT00001887","Inspection",565.11,"Routine Inspection",4.6
"MAINT00001888","Repair",3245.98,"Emergency Repair",4.8
"MAINT00001889","Repair",1076.61,"Routine Repair",7.0
"MAINT00001890","Engine",460.94,"Routine Engine",2.2
"MAINT00001891","Inspection",419.61,"Routine Inspection",3.3
"MAINT00001892","Engine",3811.92,"Emergency Engine",6.1
"MAINT00001893","Transmission",2973.44,"Routine Transmission",4.5
"MAINT00001894","Engine",1973.35,"Routine Engine",3.5
"MAINT00001895","Engine",3138.71,"Scheduled Engine",2.3
"MAINT00001896","Transmission",3157.23,"Emergency Transmission",6.9
"MAINT00001897","Inspection",64.93,"Scheduled Inspection",0.6
"MAINT00001898","Inspection",366.30,"Scheduled Inspection",2.0
"MAINT00001899","Inspection",859.16,"Emergency Inspection",6.4
"MAINT00001900","Repair",3397.10,"Routine Repair",3.1
"MAINT00001901","Brake",2976.31,"Scheduled Brake",4.4
"MAINT00001902","Transmission",2464.44,"Emergency Transmission",0.8
"MAINT00001903","Repair",1849.17,"Routine Repair",7.0
"MAINT00001904","Engine",492.32,"Emergency Engine",1.7
"MAINT00001905","Tire",934.74,"Scheduled Tire",5.4
"MAINT00001906","Engine",640.23,"Emergency Engine",3.6
"MAINT00001907","Preventive",1231.60,"Routine Preventive",6.1
"MAINT00001908","Preventive",2217.94,"Routine Preventive",2.2
"MAINT00001909","Engine",2509.83,"Scheduled Engine",5.2
"MAINT00001910","Engine",2118.87,"Emergency Engine",3.3
"MAINT00001911","Preventive",2439.18,"Emergency Preventive",4.1
"MAINT00001912","Tire",643.05,"Emergency Tire",6.8
"MAINT00001913","Transmission",1806.91,"Emergency Transmission",1.2
"MAINT00001914","Repair",928.91,"Emergency Repair",1.4
"MAINT00001915","Brake",1400.36,"Emergency Brake",4.9
"MAINT00001916","Transmission",214.52,"Emergency Transmission",0.9
"MAINT00001917","Repair",2173.78,"Scheduled Repair",2.9
"MAINT00001918","Engine",3871.86,"Scheduled Engine",3.9
"MAINT00001919","Preventive",3517.85,"Scheduled Preventive",5.0
"MAINT00001920","Tire",1235.41,"Emergency Tire",2.3
"MAINT00001921","Repair",657.68,"Emergency Repair",0.6
"MAINT00001922","Brake",3491.36,"Scheduled Brake",4.3
"MAINT00001923","Brake",3323.49,"Scheduled Brake",2.4
"MAINT00001924","Inspection",242.92,"Routine Inspection",1.1
"MAINT00001925","Transmission",563.26,"Routine Transmission",4.0
"MAINT00001926","Brake",1780.27,"Scheduled Brake",2.5
"MAINT00001927","Brake",1869.38,"Routine Brake",5.0
"MAINT00001928","Transmission",3566.66,"Emergency Transmission",7.7
"MAINT00001929","Repair",1520.13,"Scheduled Repair",7.0
"MAINT00001930","Brake",1781.39,"Routine Brake",4.9
"MAINT00001931","Inspection",175.83,"Scheduled Inspection",1.3
"MAINT00001932","Tire",4177.67,"Emergency Tire",5.8
"MAINT00001933","Preventive",1062.69,"Emergency Preventive",7.3
"MAINT00001934","Inspection",713.93,"Emergency Inspection",6.8
"MAINT00001935","Engine",2802.81,"Scheduled Engine",1.8
"MAINT00001936","Transmission",1476.82,"Routine Transmission",5.6
"MAINT00001937","Tire",3282.74,"Emergency Tire",6.3
"MAINT00001938","Inspection",661.74,"Scheduled Inspection",5.8
"MAINT00001939","Transmission",2083.58,"Scheduled Transmission",1.4
"MAINT00001940","Tire",1619.69,"Emergency Tire",4.4
"MAINT00001941","Inspection",756.16,"Routine Inspection",6.5
"MAINT00001942","Engine",1012.90,"Emergency Engine",1.4
"MAINT00001943","Brake",2185.42,"Routine Brake",4.3
"MAINT00001944","Tire",2563.20,"Emergency Tire",3.0
"MAINT00001945","Preventive",2837.07,"Routine Preventive",2.2
"MAINT00001946","Tire",2576.44,"Emergency Tire",1.1
"MAINT00001947","Engine",2021.82,"Scheduled Engine",7.6
"MAINT00001948","Preventive",2115.94,"Emergency Preventive",5.3
"MAINT00001949","Preventive",2621.60,"Routine Preventive",2.9
"MAINT00001950","Tire",1990.41,"Emergency Tire",7.3
"MAINT00001951","Repair",910.04,"Scheduled Repair",2.3
"MAINT00001952","Repair",2944.59,"Emergency Repair",2.7
"MAINT00001953","Brake",2377.81,"Emergency Brake",2.8
"MAINT00001954","Inspection",433.84,"Scheduled Inspection",3.7
"MAINT00001955","Tire",3323.23,"Emergency Tire",6.9
"MAINT00001956","Brake",3508.09,"Scheduled Brake",5.1
"MAINT00001957","Tire",1424.21,"Emergency Tire",5.7
"MAINT00001958","Engine",345.16,"Routine Engine",1.0
"MAINT00001959","Transmission",2654.80,"Scheduled Transmission",3.4
"MAINT00001960","Repair",1239.75,"Emergency Repair",4.5
"MAINT00001961","Inspection",783.71,"Scheduled Inspection",7.1
"MAINT00001962","Engine",3528.80,"Scheduled Engine",2.8
"MAINT00001963","Tire",3487.83,"Scheduled Tire",7.3
"MAINT00001964","Tire",1247.42,"Emergency Tire",6.5
"MAINT00001965","Transmission",944.84,"Routine Transmission",7.7
"MAINT00001966","Inspection",709.93,"Emergency Inspection",5.3
"MAINT00001967","Brake",1801.28,"Emergency Brake",0.6
"MAINT00001968","Inspection",173.24,"Routine Inspection",1.8
"MAINT00001969","Tire",2896.82,"Emergency Tire",3.1
"MAINT00001970","Tire",1972.59,"Scheduled Tire",5.0
"MAINT00001971","Transmission",1229.05,"Emergency Transmission",4.6
"MAINT00001972","Tire",2621.58,"Scheduled Tire",6.7
"MAINT00001973","Transmission",3321.65,"Emergency Transmission",7.8
"MAINT00001974","Tire",773.27,"Routine Tire",2.0
"MAINT00001975","Transmission",1874.91,"Scheduled Transmission",6.7
"MAINT00001976","Transmission",3303.49,"Emergency Transmission",6.7
"MAINT00001977","Inspection",629.26,"Routine Inspection",5.8
"MAINT00001978","Preventive",3698.66,"Routine Preventive",6.4
"MAINT00001979","Repair",738.63,"Emergency Repair",2.8
"MAINT00001980","Tire",3283.04,"Emergency Tire",2.4
"MAINT00001981","Transmission",3087.18,"Routine Transmission",1.7
"MAINT00002679","Tire",1262.79,"Scheduled Tire",5.2
"MAINT00001982","Inspection",435.00,"Emergency Inspection",3.7
"MAINT00001983","Inspection",551.33,"Emergency Inspection",4.7
"MAINT00001984","Tire",3682.10,"Emergency Tire",6.9
"MAINT00001985","Preventive",1823.57,"Emergency Preventive",0.6
"MAINT00001986","Brake",3172.10,"Emergency Brake",6.7
"MAINT00001987","Brake",3166.37,"Scheduled Brake",5.7
"MAINT00001988","Brake",2891.16,"Scheduled Brake",5.3
"MAINT00001989","Engine",3582.30,"Scheduled Engine",6.8
"MAINT00001990","Engine",1998.09,"Emergency Engine",6.6
"MAINT00001991","Brake",3253.93,"Emergency Brake",3.8
"MAINT00001992","Brake",2192.62,"Scheduled Brake",5.9
"MAINT00001993","Inspection",214.13,"Routine Inspection",1.3
"MAINT00001994","Preventive",3672.10,"Scheduled Preventive",2.2
"MAINT00001995","Inspection",241.36,"Routine Inspection",1.6
"MAINT00001996","Preventive",1252.06,"Emergency Preventive",2.4
"MAINT00001997","Tire",553.06,"Scheduled Tire",1.9
"MAINT00001998","Engine",3739.47,"Routine Engine",5.5
"MAINT00001999","Brake",3750.95,"Scheduled Brake",5.2
"MAINT00002000","Transmission",637.20,"Scheduled Transmission",3.1
"MAINT00002001","Preventive",970.46,"Emergency Preventive",2.4
"MAINT00002002","Repair",3176.85,"Emergency Repair",4.7
"MAINT00002003","Transmission",2913.47,"Routine Transmission",4.1
"MAINT00002004","Brake",2770.74,"Emergency Brake",2.1
"MAINT00002005","Transmission",932.61,"Routine Transmission",6.6
"MAINT00002006","Tire",1358.99,"Emergency Tire",6.1
"MAINT00002007","Engine",1922.12,"Scheduled Engine",4.9
"MAINT00002008","Inspection",617.21,"Routine Inspection",5.7
"MAINT00002009","Brake",3991.34,"Routine Brake",6.3
"MAINT00002010","Transmission",1037.11,"Scheduled Transmission",6.9
"MAINT00002011","Tire",1640.56,"Routine Tire",1.3
"MAINT00002012","Transmission",1556.56,"Emergency Transmission",6.4
"MAINT00002013","Brake",2181.24,"Scheduled Brake",5.5
"MAINT00002014","Tire",1972.75,"Routine Tire",1.7
"MAINT00002015","Repair",1186.43,"Routine Repair",6.6
"MAINT00002016","Brake",3593.12,"Routine Brake",4.0
"MAINT00002017","Repair",2576.42,"Emergency Repair",6.4
"MAINT00002018","Inspection",488.70,"Emergency Inspection",5.3
"MAINT00002019","Brake",1784.45,"Routine Brake",3.7
"MAINT00002020","Brake",3342.26,"Routine Brake",7.4
"MAINT00002021","Tire",3720.19,"Routine Tire",4.8
"MAINT00002022","Brake",1665.55,"Routine Brake",2.5
"MAINT00002023","Inspection",745.35,"Emergency Inspection",7.6
"MAINT00002024","Brake",2138.97,"Scheduled Brake",4.8
"MAINT00002025","Brake",2850.44,"Scheduled Brake",4.9
"MAINT00002026","Engine",3926.78,"Routine Engine",7.5
"MAINT00002027","Preventive",3767.14,"Routine Preventive",5.1
"MAINT00002028","Transmission",2472.57,"Routine Transmission",1.1
"MAINT00002029","Tire",3638.41,"Routine Tire",5.7
"MAINT00002030","Repair",459.94,"Emergency Repair",0.8
"MAINT00002031","Brake",969.27,"Scheduled Brake",3.3
"MAINT00002032","Brake",2593.69,"Routine Brake",3.6
"MAINT00002033","Tire",891.33,"Routine Tire",3.2
"MAINT00002034","Repair",1278.86,"Emergency Repair",2.5
"MAINT00002035","Tire",479.04,"Routine Tire",1.3
"MAINT00002036","Engine",2710.63,"Emergency Engine",5.8
"MAINT00002037","Transmission",4137.61,"Emergency Transmission",7.0
"MAINT00002038","Tire",3215.85,"Emergency Tire",1.3
"MAINT00002039","Transmission",1690.52,"Scheduled Transmission",6.7
"MAINT00002040","Engine",511.17,"Scheduled Engine",4.0
"MAINT00002041","Transmission",2770.60,"Emergency Transmission",3.9
"MAINT00002042","Transmission",3200.81,"Routine Transmission",4.1
"MAINT00002043","Engine",1483.11,"Routine Engine",6.2
"MAINT00002044","Repair",2830.65,"Routine Repair",1.8
"MAINT00002045","Preventive",2295.38,"Emergency Preventive",7.7
"MAINT00002046","Engine",410.89,"Scheduled Engine",2.1
"MAINT00002047","Transmission",3739.16,"Emergency Transmission",4.6
"MAINT00002048","Engine",1551.66,"Emergency Engine",0.7
"MAINT00002049","Preventive",1524.09,"Emergency Preventive",6.4
"MAINT00002050","Repair",2663.77,"Scheduled Repair",2.0
"MAINT00002051","Preventive",2156.47,"Scheduled Preventive",5.4
"MAINT00002052","Transmission",1054.81,"Scheduled Transmission",1.5
"MAINT00002053","Inspection",579.20,"Scheduled Inspection",5.0
"MAINT00002054","Repair",3779.63,"Emergency Repair",5.2
"MAINT00002055","Repair",3699.73,"Scheduled Repair",4.9
"MAINT00002056","Inspection",670.88,"Emergency Inspection",6.1
"MAINT00002057","Inspection",218.74,"Routine Inspection",1.2
"MAINT00002058","Inspection",598.69,"Emergency Inspection",4.8
"MAINT00002059","Tire",996.99,"Routine Tire",3.7
"MAINT00002060","Inspection",634.91,"Emergency Inspection",5.4
"MAINT00002061","Repair",1460.52,"Routine Repair",2.1
"MAINT00002062","Engine",1555.11,"Scheduled Engine",3.8
"MAINT00002063","Repair",3889.47,"Routine Repair",5.6
"MAINT00002064","Brake",3110.46,"Scheduled Brake",3.2
"MAINT00002065","Repair",3550.92,"Routine Repair",7.3
"MAINT00002066","Preventive",3219.37,"Scheduled Preventive",3.5
"MAINT00002067","Inspection",141.34,"Routine Inspection",1.2
"MAINT00002068","Repair",1715.81,"Scheduled Repair",3.4
"MAINT00002069","Engine",3455.15,"Routine Engine",5.2
"MAINT00002070","Inspection",401.89,"Emergency Inspection",3.8
"MAINT00002071","Repair",2746.93,"Scheduled Repair",2.5
"MAINT00002072","Preventive",3664.07,"Scheduled Preventive",7.5
"MAINT00002073","Tire",3271.74,"Emergency Tire",8.0
"MAINT00002074","Inspection",453.23,"Emergency Inspection",3.4
"MAINT00002075","Preventive",1846.23,"Emergency Preventive",5.1
"MAINT00002076","Tire",1325.80,"Routine Tire",7.2
"MAINT00002077","Inspection",721.95,"Emergency Inspection",6.2
"MAINT00002078","Transmission",1661.66,"Routine Transmission",3.0
"MAINT00002079","Engine",597.33,"Scheduled Engine",3.6
"MAINT00002080","Inspection",567.94,"Emergency Inspection",4.8
"MAINT00002081","Repair",2624.42,"Scheduled Repair",1.3
"MAINT00002082","Preventive",1082.72,"Scheduled Preventive",6.5
"MAINT00002083","Transmission",2507.93,"Emergency Transmission",6.5
"MAINT00002084","Repair",1220.02,"Emergency Repair",1.9
"MAINT00002085","Engine",3252.17,"Scheduled Engine",4.2
"MAINT00002086","Preventive",2794.11,"Scheduled Preventive",3.2
"MAINT00002087","Repair",605.10,"Routine Repair",2.6
"MAINT00002088","Tire",254.62,"Routine Tire",1.1
"MAINT00002089","Inspection",582.07,"Routine Inspection",5.2
"MAINT00002090","Preventive",2985.43,"Scheduled Preventive",1.2
"MAINT00002091","Brake",526.66,"Emergency Brake",1.5
"MAINT00002092","Inspection",1029.52,"Routine Inspection",7.7
"MAINT00002093","Repair",3891.87,"Routine Repair",7.4
"MAINT00002094","Inspection",471.26,"Scheduled Inspection",3.3
"MAINT00002095","Repair",3493.56,"Routine Repair",6.7
"MAINT00002096","Brake",3448.73,"Routine Brake",0.6
"MAINT00002097","Inspection",558.17,"Emergency Inspection",4.9
"MAINT00002098","Inspection",1102.06,"Emergency Inspection",7.8
"MAINT00002099","Inspection",821.43,"Routine Inspection",7.6
"MAINT00002100","Inspection",528.06,"Emergency Inspection",4.5
"MAINT00002101","Repair",3110.81,"Emergency Repair",1.1
"MAINT00002102","Preventive",3074.12,"Routine Preventive",6.2
"MAINT00002103","Tire",1291.77,"Scheduled Tire",5.8
"MAINT00002104","Tire",3434.06,"Scheduled Tire",7.7
"MAINT00002105","Engine",2628.20,"Emergency Engine",7.8
"MAINT00002106","Engine",2180.20,"Routine Engine",6.6
"MAINT00002107","Engine",1092.60,"Emergency Engine",5.9
"MAINT00002108","Tire",2997.34,"Scheduled Tire",6.0
"MAINT00002109","Repair",1221.02,"Routine Repair",2.8
"MAINT00002110","Repair",2634.86,"Routine Repair",7.2
"MAINT00002111","Engine",3442.22,"Emergency Engine",5.8
"MAINT00002112","Preventive",3494.31,"Routine Preventive",6.7
"MAINT00002113","Preventive",2475.09,"Routine Preventive",2.7
"MAINT00002114","Tire",1032.69,"Emergency Tire",2.4
"MAINT00002115","Transmission",3407.59,"Routine Transmission",2.6
"MAINT00002116","Repair",2741.49,"Scheduled Repair",7.2
"MAINT00002117","Tire",1777.05,"Emergency Tire",3.1
"MAINT00002118","Preventive",1798.84,"Emergency Preventive",2.2
"MAINT00002119","Preventive",1327.36,"Scheduled Preventive",1.6
"MAINT00002120","Engine",711.81,"Emergency Engine",5.8
"MAINT00002121","Transmission",1290.03,"Scheduled Transmission",3.6
"MAINT00002122","Preventive",1422.53,"Routine Preventive",1.0
"MAINT00002123","Tire",1588.73,"Emergency Tire",1.8
"MAINT00002124","Brake",1711.54,"Emergency Brake",6.2
"MAINT00002125","Preventive",1229.81,"Emergency Preventive",3.4
"MAINT00002126","Brake",1689.05,"Emergency Brake",1.6
"MAINT00002127","Brake",790.84,"Emergency Brake",3.5
"MAINT00002128","Inspection",518.40,"Scheduled Inspection",4.5
"MAINT00002129","Brake",2435.34,"Routine Brake",6.9
"MAINT00002130","Brake",3673.19,"Scheduled Brake",1.6
"MAINT00002131","Repair",2160.35,"Emergency Repair",2.6
"MAINT00002132","Preventive",2887.87,"Emergency Preventive",3.4
"MAINT00002133","Transmission",812.04,"Routine Transmission",2.9
"MAINT00002134","Preventive",3621.41,"Routine Preventive",7.5
"MAINT00002135","Preventive",1504.31,"Scheduled Preventive",5.5
"MAINT00002136","Inspection",693.36,"Emergency Inspection",5.1
"MAINT00002137","Inspection",891.05,"Routine Inspection",6.4
"MAINT00002138","Preventive",3320.22,"Scheduled Preventive",4.1
"MAINT00002139","Inspection",203.17,"Scheduled Inspection",2.1
"MAINT00002140","Transmission",3260.25,"Emergency Transmission",7.3
"MAINT00002141","Repair",1736.08,"Routine Repair",4.7
"MAINT00002142","Transmission",2558.92,"Scheduled Transmission",6.0
"MAINT00002143","Brake",1422.04,"Emergency Brake",2.8
"MAINT00002144","Engine",3115.14,"Scheduled Engine",6.8
"MAINT00002145","Engine",3243.58,"Routine Engine",1.5
"MAINT00002146","Engine",3655.48,"Emergency Engine",5.0
"MAINT00002147","Engine",1236.73,"Emergency Engine",4.3
"MAINT00002148","Brake",3150.81,"Scheduled Brake",3.4
"MAINT00002149","Preventive",2129.08,"Routine Preventive",3.7
"MAINT00002150","Tire",2563.50,"Routine Tire",3.1
"MAINT00002151","Repair",1265.22,"Routine Repair",4.2
"MAINT00002152","Preventive",3455.89,"Scheduled Preventive",7.8
"MAINT00002153","Brake",2062.36,"Routine Brake",2.5
"MAINT00002154","Inspection",634.52,"Routine Inspection",4.8
"MAINT00002155","Tire",2725.64,"Scheduled Tire",5.2
"MAINT00002156","Repair",1987.72,"Scheduled Repair",4.8
"MAINT00002157","Transmission",2496.84,"Emergency Transmission",7.7
"MAINT00002158","Preventive",3447.70,"Scheduled Preventive",1.3
"MAINT00002159","Tire",3545.38,"Routine Tire",4.6
"MAINT00002160","Transmission",2533.29,"Scheduled Transmission",1.0
"MAINT00002161","Inspection",642.36,"Scheduled Inspection",6.1
"MAINT00002162","Repair",3189.14,"Emergency Repair",4.5
"MAINT00002163","Preventive",937.75,"Scheduled Preventive",6.6
"MAINT00002164","Engine",1529.99,"Scheduled Engine",5.0
"MAINT00002165","Tire",2823.14,"Scheduled Tire",1.7
"MAINT00002166","Engine",1554.05,"Routine Engine",7.6
"MAINT00002167","Repair",777.96,"Routine Repair",0.8
"MAINT00002168","Tire",1933.67,"Routine Tire",3.0
"MAINT00002169","Repair",717.47,"Routine Repair",1.9
"MAINT00002170","Repair",1647.75,"Scheduled Repair",1.0
"MAINT00002171","Engine",940.43,"Scheduled Engine",5.9
"MAINT00002172","Repair",1256.35,"Emergency Repair",4.6
"MAINT00002173","Transmission",2065.40,"Scheduled Transmission",3.0
"MAINT00002174","Engine",3856.26,"Scheduled Engine",7.4
"MAINT00002175","Repair",1584.82,"Scheduled Repair",3.4
"MAINT00002176","Preventive",2498.21,"Scheduled Preventive",6.7
"MAINT00002177","Tire",2626.55,"Emergency Tire",1.3
"MAINT00002178","Transmission",343.98,"Scheduled Transmission",2.2
"MAINT00002179","Preventive",1336.92,"Routine Preventive",2.4
"MAINT00002180","Tire",2100.33,"Emergency Tire",4.9
"MAINT00002181","Transmission",3232.50,"Emergency Transmission",7.6
"MAINT00002182","Transmission",420.72,"Scheduled Transmission",3.2
"MAINT00002183","Repair",1029.99,"Scheduled Repair",3.4
"MAINT00002184","Tire",3374.70,"Routine Tire",2.1
"MAINT00002185","Inspection",804.50,"Routine Inspection",7.0
"MAINT00002186","Brake",2044.33,"Scheduled Brake",1.2
"MAINT00002187","Preventive",1639.08,"Scheduled Preventive",5.9
"MAINT00002188","Brake",778.50,"Scheduled Brake",1.9
"MAINT00002189","Transmission",1646.50,"Routine Transmission",4.8
"MAINT00002190","Repair",974.85,"Scheduled Repair",5.0
"MAINT00002191","Preventive",1853.67,"Routine Preventive",3.3
"MAINT00002192","Brake",1203.20,"Scheduled Brake",5.7
"MAINT00002193","Preventive",1059.05,"Scheduled Preventive",3.3
"MAINT00002194","Inspection",906.94,"Emergency Inspection",7.3
"MAINT00002195","Engine",1078.69,"Routine Engine",7.4
"MAINT00002196","Preventive",2937.58,"Routine Preventive",5.4
"MAINT00002197","Brake",513.55,"Scheduled Brake",3.7
"MAINT00002198","Tire",3419.18,"Scheduled Tire",3.1
"MAINT00002199","Engine",1509.76,"Emergency Engine",6.6
"MAINT00002200","Inspection",562.63,"Scheduled Inspection",5.6
"MAINT00002201","Transmission",2561.59,"Scheduled Transmission",0.6
"MAINT00002202","Transmission",1427.04,"Scheduled Transmission",5.4
"MAINT00002203","Brake",4275.83,"Emergency Brake",7.2
"MAINT00002204","Transmission",897.57,"Scheduled Transmission",2.2
"MAINT00002205","Repair",3309.87,"Routine Repair",5.9
"MAINT00002206","Engine",3469.51,"Emergency Engine",5.9
"MAINT00002207","Engine",1717.45,"Scheduled Engine",7.9
